n_programs,n_applicants,spots_per_program,interviews_per_spot,simulations_per_s,max_applications,study_min_signal,study_max_signal,result_file_prefix
280,4427,2,14,20,71,3,40,heatmap_np280_pos717_sppcalc2_na4427_ips14_ma71
152,5373,24,10,20,71,3,40,heatmap_np152_pos3775_sppcalc24_na5373_ips10_ma71
76,6677,2,7,20,63,3,40,heatmap_np76_pos200_sppcalc2_na6677_ips7_ma63
179,9128,26,12,20,11,3,8,heatmap_np179_pos4693_sppcalc26_na9128_ips12_ma11
388,3557,12,19,20,64,3,40,heatmap_np388_pos4742_sppcalc12_na3557_ips19_ma64
276,6732,11,15,20,26,3,23,heatmap_np276_pos3307_sppcalc11_na6732_ips15_ma26
338,1478,11,7,20,47,3,40,heatmap_np338_pos3861_sppcalc11_na1478_ips7_ma47
248,8301,6,7,20,50,3,40,heatmap_np248_pos1696_sppcalc6_na8301_ips7_ma50
286,4947,9,5,20,22,3,19,heatmap_np286_pos2783_sppcalc9_na4947_ips5_ma22
180,5605,27,18,20,17,3,14,heatmap_np180_pos4905_sppcalc27_na5605_ips18_ma17
231,6447,9,6,20,67,3,40,heatmap_np231_pos2123_sppcalc9_na6447_ips6_ma67
335,9638,10,16,20,48,3,40,heatmap_np335_pos3375_sppcalc10_na9638_ips16_ma48
114,1850,3,9,20,70,3,40,heatmap_np114_pos433_sppcalc3_na1850_ips9_ma70
67,3976,18,20,20,48,3,40,heatmap_np67_pos1245_sppcalc18_na3976_ips20_ma48
385,3484,2,8,20,62,3,40,heatmap_np385_pos809_sppcalc2_na3484_ips8_ma62
177,3331,27,12,20,35,3,32,heatmap_np177_pos4805_sppcalc27_na3331_ips12_ma35
157,8876,16,10,20,35,3,32,heatmap_np157_pos2560_sppcalc16_na8876_ips10_ma35
32,4331,146,9,20,29,3,26,heatmap_np32_pos4686_sppcalc146_na4331_ips9_ma29
32,8718,123,18,20,11,3,8,heatmap_np32_pos3937_sppcalc123_na8718_ips18_ma11
170,4434,25,9,20,51,3,40,heatmap_np170_pos4365_sppcalc25_na4434_ips9_ma51
117,5132,12,19,20,24,3,21,heatmap_np117_pos1498_sppcalc12_na5132_ips19_ma24
325,3984,14,15,20,21,3,18,heatmap_np325_pos4606_sppcalc14_na3984_ips15_ma21
390,6625,7,14,20,28,3,25,heatmap_np390_pos2862_sppcalc7_na6625_ips14_ma28
202,3540,13,12,20,63,3,40,heatmap_np202_pos2753_sppcalc13_na3540_ips12_ma63
28,2981,90,15,20,24,3,21,heatmap_np28_pos2544_sppcalc90_na2981_ips15_ma24
351,6649,1,16,20,34,3,31,heatmap_np351_pos341_sppcalc1_na6649_ips16_ma34
309,7255,2,18,20,57,3,40,heatmap_np309_pos797_sppcalc2_na7255_ips18_ma57
11,2254,347,6,20,10,3,7,heatmap_np11_pos3820_sppcalc347_na2254_ips6_ma10
112,282,42,5,20,56,3,40,heatmap_np112_pos4754_sppcalc42_na282_ips5_ma56
63,5076,37,9,20,42,3,39,heatmap_np63_pos2374_sppcalc37_na5076_ips9_ma42
19,4111,216,13,20,11,3,8,heatmap_np19_pos4113_sppcalc216_na4111_ips13_ma11
345,2661,13,11,20,24,3,21,heatmap_np345_pos4817_sppcalc13_na2661_ips11_ma24
25,8208,11,20,20,7,3,4,heatmap_np25_pos275_sppcalc11_na8208_ips20_ma7
398,4959,5,17,20,56,3,40,heatmap_np398_pos2068_sppcalc5_na4959_ips17_ma56
105,2521,26,20,20,10,3,7,heatmap_np105_pos2807_sppcalc26_na2521_ips20_ma10
102,3318,47,14,20,65,3,40,heatmap_np102_pos4807_sppcalc47_na3318_ips14_ma65
267,4382,4,20,20,16,3,13,heatmap_np267_pos1303_sppcalc4_na4382_ips20_ma16
176,4418,9,7,20,75,3,40,heatmap_np176_pos1698_sppcalc9_na4418_ips7_ma75
85,5622,3,18,20,45,3,40,heatmap_np85_pos332_sppcalc3_na5622_ips18_ma45
235,2307,11,18,20,33,3,30,heatmap_np235_pos2610_sppcalc11_na2307_ips18_ma33
50,9431,26,8,20,8,3,5,heatmap_np50_pos1327_sppcalc26_na9431_ips8_ma8
240,5853,15,15,20,74,3,40,heatmap_np240_pos3703_sppcalc15_na5853_ips15_ma74
360,7906,11,12,20,73,3,40,heatmap_np360_pos3995_sppcalc11_na7906_ips12_ma73
209,4644,10,18,20,39,3,36,heatmap_np209_pos2174_sppcalc10_na4644_ips18_ma39
200,1584,11,20,20,15,3,12,heatmap_np200_pos2372_sppcalc11_na1584_ips20_ma15
392,2793,10,18,20,20,3,17,heatmap_np392_pos3943_sppcalc10_na2793_ips18_ma20
154,8191,28,20,20,23,3,20,heatmap_np154_pos4368_sppcalc28_na8191_ips20_ma23
199,7583,3,8,20,48,3,40,heatmap_np199_pos722_sppcalc3_na7583_ips8_ma48
158,442,13,12,20,68,3,40,heatmap_np158_pos2155_sppcalc13_na442_ips12_ma68
127,2013,26,7,20,25,3,22,heatmap_np127_pos3373_sppcalc26_na2013_ips7_ma25
42,905,11,16,20,42,3,39,heatmap_np42_pos476_sppcalc11_na905_ips16_ma42
199,7879,19,19,20,22,3,19,heatmap_np199_pos3814_sppcalc19_na7879_ips19_ma22
140,2250,6,18,20,54,3,40,heatmap_np140_pos882_sppcalc6_na2250_ips18_ma54
63,8205,60,18,20,15,3,12,heatmap_np63_pos3791_sppcalc60_na8205_ips18_ma15
252,4589,1,7,20,31,3,28,heatmap_np252_pos223_sppcalc1_na4589_ips7_ma31
396,7012,1,8,20,46,3,40,heatmap_np396_pos258_sppcalc1_na7012_ips8_ma46
324,4418,9,14,20,48,3,40,heatmap_np324_pos3075_sppcalc9_na4418_ips14_ma48
393,1419,10,16,20,55,3,40,heatmap_np393_pos4026_sppcalc10_na1419_ips16_ma55
54,6126,83,20,20,42,3,39,heatmap_np54_pos4487_sppcalc83_na6126_ips20_ma42
191,9302,5,5,20,13,3,10,heatmap_np191_pos1081_sppcalc5_na9302_ips5_ma13
245,2681,8,12,20,35,3,32,heatmap_np245_pos2115_sppcalc8_na2681_ips12_ma35
258,4570,12,13,20,51,3,40,heatmap_np258_pos3231_sppcalc12_na4570_ips13_ma51
360,5312,11,17,20,37,3,34,heatmap_np360_pos4222_sppcalc11_na5312_ips17_ma37
141,3493,21,6,20,58,3,40,heatmap_np141_pos3035_sppcalc21_na3493_ips6_ma58
72,7925,68,10,20,23,3,20,heatmap_np72_pos4896_sppcalc68_na7925_ips10_ma23
113,6344,13,19,20,51,3,40,heatmap_np113_pos1579_sppcalc13_na6344_ips19_ma51
239,5148,7,7,20,60,3,40,heatmap_np239_pos1690_sppcalc7_na5148_ips7_ma60
69,205,1,18,20,33,3,30,heatmap_np69_pos13_sppcalc1_na205_ips18_ma33
36,5347,94,8,20,23,3,20,heatmap_np36_pos3405_sppcalc94_na5347_ips8_ma23
395,7622,6,5,20,60,3,40,heatmap_np395_pos2701_sppcalc6_na7622_ips5_ma60
90,4894,1,19,20,39,3,36,heatmap_np90_pos103_sppcalc1_na4894_ips19_ma39
150,5548,7,11,20,34,3,31,heatmap_np150_pos1139_sppcalc7_na5548_ips11_ma34
179,7091,16,19,20,42,3,39,heatmap_np179_pos2931_sppcalc16_na7091_ips19_ma42
81,5401,58,7,20,21,3,18,heatmap_np81_pos4757_sppcalc58_na5401_ips7_ma21
20,9627,95,12,20,16,3,13,heatmap_np20_pos1910_sppcalc95_na9627_ips12_ma16
242,1565,3,12,20,51,3,40,heatmap_np242_pos965_sppcalc3_na1565_ips12_ma51
344,6554,1,15,20,57,3,40,heatmap_np344_pos209_sppcalc1_na6554_ips15_ma57
85,6834,22,8,20,50,3,40,heatmap_np85_pos1879_sppcalc22_na6834_ips8_ma50
342,6505,14,18,20,68,3,40,heatmap_np342_pos4815_sppcalc14_na6505_ips18_ma68
28,937,24,6,20,19,3,16,heatmap_np28_pos674_sppcalc24_na937_ips6_ma19
45,6639,31,16,20,13,3,10,heatmap_np45_pos1408_sppcalc31_na6639_ips16_ma13
12,4442,148,5,20,5,3,3,heatmap_np12_pos1776_sppcalc148_na4442_ips5_ma5
175,9531,11,15,20,18,3,15,heatmap_np175_pos1957_sppcalc11_na9531_ips15_ma18
315,1576,7,9,20,33,3,30,heatmap_np315_pos2358_sppcalc7_na1576_ips9_ma33
53,8687,67,5,20,13,3,10,heatmap_np53_pos3562_sppcalc67_na8687_ips5_ma13
249,8565,1,20,20,24,3,21,heatmap_np249_pos299_sppcalc1_na8565_ips20_ma24
149,8521,16,12,20,20,3,17,heatmap_np149_pos2513_sppcalc16_na8521_ips12_ma20
209,8272,3,18,20,24,3,21,heatmap_np209_pos790_sppcalc3_na8272_ips18_ma24
168,3055,20,13,20,26,3,23,heatmap_np168_pos3504_sppcalc20_na3055_ips13_ma26
301,9994,13,20,20,17,3,14,heatmap_np301_pos3971_sppcalc13_na9994_ips20_ma17
31,652,146,20,20,24,3,21,heatmap_np31_pos4529_sppcalc146_na652_ips20_ma24
359,5380,2,7,20,36,3,33,heatmap_np359_pos1067_sppcalc2_na5380_ips7_ma36
106,8063,23,12,20,57,3,40,heatmap_np106_pos2442_sppcalc23_na8063_ips12_ma57
248,4973,1,15,20,29,3,26,heatmap_np248_pos400_sppcalc1_na4973_ips15_ma29
278,7440,8,20,20,24,3,21,heatmap_np278_pos2344_sppcalc8_na7440_ips20_ma24
19,8311,127,12,20,18,3,15,heatmap_np19_pos2430_sppcalc127_na8311_ips12_ma18
197,5674,8,14,20,70,3,40,heatmap_np197_pos1756_sppcalc8_na5674_ips14_ma70
188,7141,1,14,20,31,3,28,heatmap_np188_pos126_sppcalc1_na7141_ips14_ma31
63,4024,42,9,20,41,3,38,heatmap_np63_pos2653_sppcalc42_na4024_ips9_ma41
252,2829,14,18,20,15,3,12,heatmap_np252_pos3531_sppcalc14_na2829_ips18_ma15
293,8990,7,6,20,59,3,40,heatmap_np293_pos2205_sppcalc7_na8990_ips6_ma59
11,6325,151,17,20,5,3,3,heatmap_np11_pos1665_sppcalc151_na6325_ips17_ma5
282,1951,8,13,20,41,3,38,heatmap_np282_pos2357_sppcalc8_na1951_ips13_ma41
187,6304,20,12,20,50,3,40,heatmap_np187_pos3859_sppcalc20_na6304_ips12_ma50
107,406,27,6,20,15,3,12,heatmap_np107_pos2896_sppcalc27_na406_ips6_ma15
168,2789,24,12,20,51,3,40,heatmap_np168_pos4114_sppcalc24_na2789_ips12_ma51
210,5755,3,6,20,37,3,34,heatmap_np210_pos787_sppcalc3_na5755_ips6_ma37
56,5298,50,12,20,55,3,40,heatmap_np56_pos2836_sppcalc50_na5298_ips12_ma55
98,6651,23,8,20,24,3,21,heatmap_np98_pos2291_sppcalc23_na6651_ips8_ma24
325,6608,4,12,20,59,3,40,heatmap_np325_pos1324_sppcalc4_na6608_ips12_ma59
329,8005,10,15,20,41,3,38,heatmap_np329_pos3542_sppcalc10_na8005_ips15_ma41
202,1582,15,15,20,39,3,36,heatmap_np202_pos3124_sppcalc15_na1582_ips15_ma39
331,6487,2,11,20,26,3,23,heatmap_np331_pos922_sppcalc2_na6487_ips11_ma26
131,939,33,11,20,37,3,34,heatmap_np131_pos4444_sppcalc33_na939_ips11_ma37
318,8653,12,5,20,25,3,22,heatmap_np318_pos3816_sppcalc12_na8653_ips5_ma25
363,5357,1,14,20,56,3,40,heatmap_np363_pos144_sppcalc1_na5357_ips14_ma56
57,2404,77,10,20,42,3,39,heatmap_np57_pos4423_sppcalc77_na2404_ips10_ma42
313,3480,10,15,20,60,3,40,heatmap_np313_pos3232_sppcalc10_na3480_ips15_ma60
332,8470,9,6,20,26,3,23,heatmap_np332_pos3155_sppcalc9_na8470_ips6_ma26
181,5393,17,18,20,41,3,38,heatmap_np181_pos3129_sppcalc17_na5393_ips18_ma41
273,5469,6,10,20,65,3,40,heatmap_np273_pos1686_sppcalc6_na5469_ips10_ma65
314,4317,2,9,20,15,3,12,heatmap_np314_pos668_sppcalc2_na4317_ips9_ma15
75,4513,43,18,20,47,3,40,heatmap_np75_pos3243_sppcalc43_na4513_ips18_ma47
391,5994,9,8,20,50,3,40,heatmap_np391_pos3529_sppcalc9_na5994_ips8_ma50
335,7628,7,12,20,49,3,40,heatmap_np335_pos2456_sppcalc7_na7628_ips12_ma49
104,1083,41,15,20,17,3,14,heatmap_np104_pos4306_sppcalc41_na1083_ips15_ma17
331,3908,8,9,20,26,3,23,heatmap_np331_pos2976_sppcalc8_na3908_ips9_ma26
201,2254,12,14,20,16,3,13,heatmap_np201_pos2478_sppcalc12_na2254_ips14_ma16
223,7824,4,9,20,23,3,20,heatmap_np223_pos911_sppcalc4_na7824_ips9_ma23
367,5226,1,11,20,33,3,30,heatmap_np367_pos294_sppcalc1_na5226_ips11_ma33
111,3194,23,17,20,58,3,40,heatmap_np111_pos2638_sppcalc23_na3194_ips17_ma58
290,6377,2,19,20,32,3,29,heatmap_np290_pos846_sppcalc2_na6377_ips19_ma32
390,2290,1,15,20,50,3,40,heatmap_np390_pos478_sppcalc1_na2290_ips15_ma50
243,1271,5,15,20,59,3,40,heatmap_np243_pos1245_sppcalc5_na1271_ips15_ma59
248,4619,6,17,20,12,3,9,heatmap_np248_pos1602_sppcalc6_na4619_ips17_ma12
37,9712,4,7,20,21,3,18,heatmap_np37_pos149_sppcalc4_na9712_ips7_ma21
89,2414,33,11,20,29,3,26,heatmap_np89_pos2972_sppcalc33_na2414_ips11_ma29
53,2750,76,15,20,11,3,8,heatmap_np53_pos4034_sppcalc76_na2750_ips15_ma11
220,3054,17,12,20,6,3,3,heatmap_np220_pos3830_sppcalc17_na3054_ips12_ma6
284,4248,2,20,20,44,3,40,heatmap_np284_pos721_sppcalc2_na4248_ips20_ma44
189,4893,1,14,20,22,3,19,heatmap_np189_pos273_sppcalc1_na4893_ips14_ma22
58,4411,76,8,20,18,3,15,heatmap_np58_pos4418_sppcalc76_na4411_ips8_ma18
213,843,22,20,20,52,3,40,heatmap_np213_pos4713_sppcalc22_na843_ips20_ma52
244,4700,9,20,20,74,3,40,heatmap_np244_pos2424_sppcalc9_na4700_ips20_ma74
108,6586,6,9,20,48,3,40,heatmap_np108_pos670_sppcalc6_na6586_ips9_ma48
127,7030,19,15,20,26,3,23,heatmap_np127_pos2526_sppcalc19_na7030_ips15_ma26
278,1537,10,18,20,73,3,40,heatmap_np278_pos3042_sppcalc10_na1537_ips18_ma73
378,9128,3,20,20,37,3,34,heatmap_np378_pos1458_sppcalc3_na9128_ips20_ma37
23,5164,154,14,20,17,3,14,heatmap_np23_pos3564_sppcalc154_na5164_ips14_ma17
78,4811,8,7,20,41,3,38,heatmap_np78_pos674_sppcalc8_na4811_ips7_ma41
95,2987,42,17,20,62,3,40,heatmap_np95_pos4068_sppcalc42_na2987_ips17_ma62
156,1602,3,5,20,42,3,39,heatmap_np156_pos597_sppcalc3_na1602_ips5_ma42
280,5389,4,20,20,67,3,40,heatmap_np280_pos1187_sppcalc4_na5389_ips20_ma67
175,2173,1,8,20,68,3,40,heatmap_np175_pos293_sppcalc1_na2173_ips8_ma68
94,9540,14,13,20,72,3,40,heatmap_np94_pos1357_sppcalc14_na9540_ips13_ma72
94,1835,37,12,20,75,3,40,heatmap_np94_pos3566_sppcalc37_na1835_ips12_ma75
356,1973,11,18,20,72,3,40,heatmap_np356_pos3937_sppcalc11_na1973_ips18_ma72
76,8282,38,15,20,51,3,40,heatmap_np76_pos2900_sppcalc38_na8282_ips15_ma51
375,3675,7,14,20,36,3,33,heatmap_np375_pos2717_sppcalc7_na3675_ips14_ma36
309,4455,8,18,20,27,3,24,heatmap_np309_pos2657_sppcalc8_na4455_ips18_ma27
34,5322,38,8,20,30,3,27,heatmap_np34_pos1302_sppcalc38_na5322_ips8_ma30
112,9086,12,9,20,34,3,31,heatmap_np112_pos1348_sppcalc12_na9086_ips9_ma34
246,1757,10,14,20,35,3,32,heatmap_np246_pos2673_sppcalc10_na1757_ips14_ma35
118,4591,16,19,20,35,3,32,heatmap_np118_pos1952_sppcalc16_na4591_ips19_ma35
103,6224,37,9,20,43,3,40,heatmap_np103_pos3892_sppcalc37_na6224_ips9_ma43
386,4733,11,6,20,54,3,40,heatmap_np386_pos4278_sppcalc11_na4733_ips6_ma54
283,1481,15,16,20,19,3,16,heatmap_np283_pos4499_sppcalc15_na1481_ips16_ma19
243,8493,17,7,20,22,3,19,heatmap_np243_pos4180_sppcalc17_na8493_ips7_ma22
227,7505,8,11,20,50,3,40,heatmap_np227_pos1995_sppcalc8_na7505_ips11_ma50
169,7102,18,11,20,38,3,35,heatmap_np169_pos3050_sppcalc18_na7102_ips11_ma38
145,1838,5,12,20,68,3,40,heatmap_np145_pos781_sppcalc5_na1838_ips12_ma68
18,1008,87,8,20,5,3,3,heatmap_np18_pos1569_sppcalc87_na1008_ips8_ma5
302,9918,6,8,20,38,3,35,heatmap_np302_pos2061_sppcalc6_na9918_ips8_ma38
282,3916,5,6,20,18,3,15,heatmap_np282_pos1602_sppcalc5_na3916_ips6_ma18
309,2167,1,9,20,74,3,40,heatmap_np309_pos214_sppcalc1_na2167_ips9_ma74
74,352,20,19,20,50,3,40,heatmap_np74_pos1497_sppcalc20_na352_ips19_ma50
248,9565,1,18,20,15,3,12,heatmap_np248_pos377_sppcalc1_na9565_ips18_ma15
149,1770,1,6,20,73,3,40,heatmap_np149_pos16_sppcalc1_na1770_ips6_ma73
212,1529,21,12,20,54,3,40,heatmap_np212_pos4501_sppcalc21_na1529_ips12_ma54
84,2960,38,9,20,53,3,40,heatmap_np84_pos3272_sppcalc38_na2960_ips9_ma53
174,7523,17,5,20,63,3,40,heatmap_np174_pos3120_sppcalc17_na7523_ips5_ma63
123,627,9,15,20,6,3,3,heatmap_np123_pos1221_sppcalc9_na627_ips15_ma6
268,9576,9,17,20,13,3,10,heatmap_np268_pos2658_sppcalc9_na9576_ips17_ma13
308,3792,12,17,20,30,3,27,heatmap_np308_pos3863_sppcalc12_na3792_ips17_ma30
22,1374,161,18,20,14,3,11,heatmap_np22_pos3555_sppcalc161_na1374_ips18_ma14
27,9541,87,16,20,10,3,7,heatmap_np27_pos2372_sppcalc87_na9541_ips16_ma10
396,2112,9,15,20,67,3,40,heatmap_np396_pos3621_sppcalc9_na2112_ips15_ma67
29,8856,14,5,20,5,3,3,heatmap_np29_pos414_sppcalc14_na8856_ips5_ma5
393,9384,11,19,20,37,3,34,heatmap_np393_pos4666_sppcalc11_na9384_ips19_ma37
22,4304,98,18,20,16,3,13,heatmap_np22_pos2160_sppcalc98_na4304_ips18_ma16
319,5541,5,13,20,69,3,40,heatmap_np319_pos1683_sppcalc5_na5541_ips13_ma69
340,6831,12,5,20,16,3,13,heatmap_np340_pos4297_sppcalc12_na6831_ips5_ma16
272,8870,11,16,20,67,3,40,heatmap_np272_pos3229_sppcalc11_na8870_ips16_ma67
190,2184,13,7,20,65,3,40,heatmap_np190_pos2482_sppcalc13_na2184_ips7_ma65
325,3759,7,17,20,61,3,40,heatmap_np325_pos2581_sppcalc7_na3759_ips17_ma61
360,2215,6,7,20,60,3,40,heatmap_np360_pos2379_sppcalc6_na2215_ips7_ma60
274,5348,12,16,20,36,3,33,heatmap_np274_pos3510_sppcalc12_na5348_ips16_ma36
324,5502,8,7,20,64,3,40,heatmap_np324_pos2867_sppcalc8_na5502_ips7_ma64
303,1739,3,10,20,9,3,6,heatmap_np303_pos1147_sppcalc3_na1739_ips10_ma9
202,432,1,15,20,5,3,3,heatmap_np202_pos128_sppcalc1_na432_ips15_ma5
211,6272,15,12,20,41,3,38,heatmap_np211_pos3266_sppcalc15_na6272_ips12_ma41
362,6547,4,6,20,17,3,14,heatmap_np362_pos1787_sppcalc4_na6547_ips6_ma17
191,372,18,16,20,74,3,40,heatmap_np191_pos3508_sppcalc18_na372_ips16_ma74
28,3099,32,14,20,21,3,18,heatmap_np28_pos917_sppcalc32_na3099_ips14_ma21
342,5878,1,15,20,18,3,15,heatmap_np342_pos457_sppcalc1_na5878_ips15_ma18
138,1852,17,10,20,64,3,40,heatmap_np138_pos2351_sppcalc17_na1852_ips10_ma64
34,1036,97,14,20,11,3,8,heatmap_np34_pos3304_sppcalc97_na1036_ips14_ma11
209,3901,1,19,20,25,3,22,heatmap_np209_pos357_sppcalc1_na3901_ips19_ma25
151,2858,29,10,20,36,3,33,heatmap_np151_pos4421_sppcalc29_na2858_ips10_ma36
32,3714,5,18,20,7,3,4,heatmap_np32_pos176_sppcalc5_na3714_ips18_ma7
134,9768,22,10,20,8,3,5,heatmap_np134_pos3076_sppcalc22_na9768_ips10_ma8
169,374,6,12,20,35,3,32,heatmap_np169_pos1070_sppcalc6_na374_ips12_ma35
233,2716,11,6,20,53,3,40,heatmap_np233_pos2792_sppcalc11_na2716_ips6_ma53
138,6934,7,17,20,39,3,36,heatmap_np138_pos1083_sppcalc7_na6934_ips17_ma39
135,2092,14,13,20,54,3,40,heatmap_np135_pos1968_sppcalc14_na2092_ips13_ma54
83,7237,16,15,20,11,3,8,heatmap_np83_pos1381_sppcalc16_na7237_ips15_ma11
293,486,1,10,20,74,3,40,heatmap_np293_pos425_sppcalc1_na486_ips10_ma74
259,5778,14,13,20,69,3,40,heatmap_np259_pos3716_sppcalc14_na5778_ips13_ma69
235,354,1,17,20,71,3,40,heatmap_np235_pos154_sppcalc1_na354_ips17_ma71
92,4704,48,9,20,71,3,40,heatmap_np92_pos4498_sppcalc48_na4704_ips9_ma71
210,9438,22,9,20,21,3,18,heatmap_np210_pos4657_sppcalc22_na9438_ips9_ma21
74,1339,24,18,20,62,3,40,heatmap_np74_pos1840_sppcalc24_na1339_ips18_ma62
384,3364,1,6,20,71,3,40,heatmap_np384_pos407_sppcalc1_na3364_ips6_ma71
291,3919,1,15,20,26,3,23,heatmap_np291_pos366_sppcalc1_na3919_ips15_ma26
365,1605,4,17,20,70,3,40,heatmap_np365_pos1767_sppcalc4_na1605_ips17_ma70
92,246,38,5,20,16,3,13,heatmap_np92_pos3508_sppcalc38_na246_ips5_ma16
183,7466,13,8,20,64,3,40,heatmap_np183_pos2407_sppcalc13_na7466_ips8_ma64
205,6170,1,19,20,52,3,40,heatmap_np205_pos281_sppcalc1_na6170_ips19_ma52
105,6042,39,20,20,54,3,40,heatmap_np105_pos4197_sppcalc39_na6042_ips20_ma54
201,4132,1,5,20,19,3,16,heatmap_np201_pos331_sppcalc1_na4132_ips5_ma19
200,7088,5,20,20,46,3,40,heatmap_np200_pos1037_sppcalc5_na7088_ips20_ma46
261,2414,8,16,20,14,3,11,heatmap_np261_pos2332_sppcalc8_na2414_ips16_ma14
259,7481,9,11,20,15,3,12,heatmap_np259_pos2448_sppcalc9_na7481_ips11_ma15
142,71,17,18,20,34,3,31,heatmap_np142_pos2536_sppcalc17_na71_ips18_ma34
215,5550,18,7,20,61,3,40,heatmap_np215_pos3992_sppcalc18_na5550_ips7_ma61
360,6776,4,8,20,15,3,12,heatmap_np360_pos1539_sppcalc4_na6776_ips8_ma15
353,3913,7,9,20,38,3,35,heatmap_np353_pos2805_sppcalc7_na3913_ips9_ma38
322,9377,7,10,20,5,3,3,heatmap_np322_pos2284_sppcalc7_na9377_ips10_ma5
54,7058,84,19,20,25,3,22,heatmap_np54_pos4574_sppcalc84_na7058_ips19_ma25
200,8583,24,16,20,17,3,14,heatmap_np200_pos4994_sppcalc24_na8583_ips16_ma17
196,8235,14,18,20,27,3,24,heatmap_np196_pos2881_sppcalc14_na8235_ips18_ma27
43,2874,40,13,20,11,3,8,heatmap_np43_pos1729_sppcalc40_na2874_ips13_ma11
391,8574,10,6,20,14,3,11,heatmap_np391_pos4150_sppcalc10_na8574_ips6_ma14
136,1306,10,13,20,24,3,21,heatmap_np136_pos1494_sppcalc10_na1306_ips13_ma24
229,6998,5,15,20,17,3,14,heatmap_np229_pos1264_sppcalc5_na6998_ips15_ma17
201,8876,14,18,20,16,3,13,heatmap_np201_pos2946_sppcalc14_na8876_ips18_ma16
375,8600,1,14,20,68,3,40,heatmap_np375_pos12_sppcalc1_na8600_ips14_ma68
312,1265,13,18,20,7,3,4,heatmap_np312_pos4212_sppcalc13_na1265_ips18_ma7
242,4250,1,20,20,68,3,40,heatmap_np242_pos167_sppcalc1_na4250_ips20_ma68
39,5249,118,13,20,35,3,32,heatmap_np39_pos4605_sppcalc118_na5249_ips13_ma35
224,7626,5,7,20,25,3,22,heatmap_np224_pos1285_sppcalc5_na7626_ips7_ma25
366,6972,10,8,20,69,3,40,heatmap_np366_pos3966_sppcalc10_na6972_ips8_ma69
229,5949,11,17,20,49,3,40,heatmap_np229_pos2687_sppcalc11_na5949_ips17_ma49
98,4855,40,13,20,10,3,7,heatmap_np98_pos4014_sppcalc40_na4855_ips13_ma10
77,5279,33,16,20,15,3,12,heatmap_np77_pos2607_sppcalc33_na5279_ips16_ma15
219,221,18,7,20,11,3,8,heatmap_np219_pos4109_sppcalc18_na221_ips7_ma11
74,9958,63,15,20,38,3,35,heatmap_np74_pos4692_sppcalc63_na9958_ips15_ma38
307,6637,4,15,20,5,3,3,heatmap_np307_pos1299_sppcalc4_na6637_ips15_ma5
265,5233,6,14,20,19,3,16,heatmap_np265_pos1822_sppcalc6_na5233_ips14_ma19
59,3443,43,7,20,6,3,3,heatmap_np59_pos2553_sppcalc43_na3443_ips7_ma6
204,9370,6,20,20,12,3,9,heatmap_np204_pos1280_sppcalc6_na9370_ips20_ma12
295,293,10,9,20,23,3,20,heatmap_np295_pos2985_sppcalc10_na293_ips9_ma23
315,7125,5,5,20,53,3,40,heatmap_np315_pos1718_sppcalc5_na7125_ips5_ma53
153,3347,2,12,20,22,3,19,heatmap_np153_pos437_sppcalc2_na3347_ips12_ma22
194,1434,7,7,20,21,3,18,heatmap_np194_pos1371_sppcalc7_na1434_ips7_ma21
200,9394,18,10,20,34,3,31,heatmap_np200_pos3692_sppcalc18_na9394_ips10_ma34
72,4776,67,10,20,21,3,18,heatmap_np72_pos4836_sppcalc67_na4776_ips10_ma21
196,7655,12,15,20,59,3,40,heatmap_np196_pos2440_sppcalc12_na7655_ips15_ma59
106,7340,1,8,20,68,3,40,heatmap_np106_pos57_sppcalc1_na7340_ips8_ma68
88,2218,35,19,20,37,3,34,heatmap_np88_pos3117_sppcalc35_na2218_ips19_ma37
78,8010,44,6,20,55,3,40,heatmap_np78_pos3480_sppcalc44_na8010_ips6_ma55
348,6780,7,13,20,60,3,40,heatmap_np348_pos2669_sppcalc7_na6780_ips13_ma60
156,7991,24,20,20,71,3,40,heatmap_np156_pos3801_sppcalc24_na7991_ips20_ma71
388,3163,1,17,20,60,3,40,heatmap_np388_pos88_sppcalc1_na3163_ips17_ma60
228,2119,19,20,20,74,3,40,heatmap_np228_pos4375_sppcalc19_na2119_ips20_ma74
359,4091,13,12,20,56,3,40,heatmap_np359_pos4781_sppcalc13_na4091_ips12_ma56
65,5563,56,18,20,31,3,28,heatmap_np65_pos3674_sppcalc56_na5563_ips18_ma31
98,331,39,6,20,73,3,40,heatmap_np98_pos3907_sppcalc39_na331_ips6_ma73
92,7622,51,12,20,51,3,40,heatmap_np92_pos4732_sppcalc51_na7622_ips12_ma51
299,4879,6,8,20,39,3,36,heatmap_np299_pos1951_sppcalc6_na4879_ips8_ma39
35,7323,32,17,20,29,3,26,heatmap_np35_pos1137_sppcalc32_na7323_ips17_ma29
154,2272,20,16,20,43,3,40,heatmap_np154_pos3215_sppcalc20_na2272_ips16_ma43
23,9505,36,19,20,15,3,12,heatmap_np23_pos836_sppcalc36_na9505_ips19_ma15
15,1809,100,17,20,5,3,3,heatmap_np15_pos1504_sppcalc100_na1809_ips17_ma5
257,5060,2,16,20,19,3,16,heatmap_np257_pos524_sppcalc2_na5060_ips16_ma19
95,4671,49,16,20,35,3,32,heatmap_np95_pos4703_sppcalc49_na4671_ips16_ma35
